### Program Gauss-Seidel untuk menyelesaikan SPL Ax=b ###
Matriks A : 
4	-1	0	-1	0	0	
-1	4	-1	0	-1	0	
0	-1	4	0	0	-1	
-1	0	0	4	-1	0	
0	-1	0	-1	4	-1	
0	0	-1	0	-1	4	
Vektor b : 
0	5	0	6	-2	6	
Tebakan awal x(k=0): 
0 0 0 0 0 0 
epsilon : 1e-05
Nilai barisan solusi x(k) dan epsilon : 
 0.0000  1.2500  0.3125  1.5000  0.1875  1.6250 	1
 0.6875  1.5469  0.7930  1.7188  0.7227  1.8789 	0.365904
 0.8164  1.8330  0.9280  1.8848  0.8992  1.9568 	0.146226
 0.9294  1.9391  0.9740  1.9572  0.9633  1.9843 	0.0569653
 0.9741  1.9778  0.9905  1.9843  0.9866  1.9943 	0.0223799
 0.9905  1.9919  0.9966  1.9943  0.9951  1.9979 	0.00824212
 0.9966  1.9971  0.9987  1.9979  0.9982  1.9992 	0.00300691
 0.9987  1.9989  0.9995  1.9992  0.9994  1.9997 	0.00109549
 0.9995  1.9996  0.9998  1.9997  0.9998  1.9999 	0.000399051
 0.9998  1.9999  0.9999  1.9999  0.9999  2.0000 	0.000145362
 0.9999  1.9999  1.0000  2.0000  1.0000  2.0000 	5.29515e-05
 1.0000  2.0000  1.0000  2.0000  1.0000  2.0000 	1.92889e-05
 1.0000  2.0000  1.0000  2.0000  1.0000  2.0000 	7.02649e-06
Jumlah iterasi : 13
