1	72
2	77
3	72
4	86
5	86
6	25
7	12
8	0
9	42
10	63
11	77
12	58
13	57
14	66
15	53
16	39
17	78
18	15
19	42
20	28
21	38
22	76
23	82
24	84
25	66
26	38
27	47
28	64
29	42
30	69
31	12
32	30
33	41
34	63
35	94
36	0
37	75
38	75
39	37
40	71
41	100
42	25
43	2
44	15
45	10
46	60
47	72
48	35
49	0
50	42
51	61
52	95
53	49
54	31
55	18
56	2
57	108
58	0
59	92
60	30
61	67
62	74
63	64
64	70
65	31
66	23
67	51
68	99
69	75
70	98
71	66
72	34
73	64
74	40
75	48
76	76
77	48
78	27
79	21
80	27
81	2
82	0
83	52
84	39
85	126
86	57
87	59
88	105
89	40
90	60
91	76
92	13
93	40
94	43
95	3
96	32
97	30
98	53
99	24
100	55
101	66
102	52
103	45
104	42
105	68
106	82
107	48
108	48
109	82
110	25
111	13
112	22
113	37
114	72
115	27
116	57
117	18
118	54
119	53
120	24
121	52
122	17
123	99
124	52
125	118
126	41
127	17
128	58
129	58
130	58
131	58
132	58
133	111
134	117
135	40
136	41
137	8
138	21
139	71
140	6
141	4
142	47
143	42
144	32
145	36
146	96
147	29
148	52
149	34
150	21
151	0
152	2
153	3
154	71
155	122
156	16
157	17
158	72
159	43
160	105
161	58
162	5
163	88
164	1
165	8
166	37
167	78
168	57
169	88
170	51
171	55
172	21
173	83
174	76
175	67
176	75
177	4
178	42
179	89
180	9
181	92
182	81
183	21
184	21
185	21
186	9
187	33
188	0
189	0
190	91
191	88
192	77
193	144
194	132
195	82
196	62
197	44
198	55
199	46
200	9
201	55
202	51
203	204
204	105
